accuracy,precision,recall,f1,mcc,mse,rmse,mae,r2,directional_accuracy,sharpe_ratio,profit_factor,cumulative_return,max_drawdown,config_id,fusion_type,fold_idx,seed,modalities,n_train,n_val,n_test,n_params,best_val_mcc,epochs_trained,lookback,deadzone,batch_size,patience,grad_clip,hidden_dim,learning_rate,alpha,elapsed_s,news_variant
0.5222772277227723,0.5474048442906574,0.5888702773124884,0.5673809737290415,0.0357566984068852,0.001189102535136,0.0344833660644671,0.0234534684568643,-4.5180320739746094e-05,0.527920792079208,-0.0509744345283623,0.9906273,-99.92571,-99.97893,A3,concat,0,42,"[""price"", ""news""]",23116,6372,10100,14243,0.0235395065997472,56,1,0.005,64,30,1.0,64,0.0001,0.5,225.92506313323975,mean_10d
0.5072652570397835,0.5156601228832609,0.6712836519703472,0.5832697686244597,0.005632138651805,0.0005639242590405,0.0237470894856718,0.0182391237467527,-0.0115531682968139,0.5149814610682433,0.0110392935211807,1.0018018,-93.04069,-97.61574,A3,concat,2,42,"[""price"", ""news""]",38468,10972,9979,14243,0.0447356556916504,116,1,0.005,64,30,1.0,64,0.0001,0.5,773.094083070755,mean_10d
0.4957908728400532,0.5252692626346314,0.5287739783152627,0.5270157938487116,-0.0128199480070594,0.0003645064716693,0.0190920525787381,0.0149453952908515,-0.0034331083297729,0.5265839610101906,0.5145237801899707,1.0860344,615.58435,-39.86757,A3,concat,4,42,"[""price"", ""news""]",54070,15339,4514,14243,0.0126099395678227,89,1,0.005,64,30,1.0,64,0.0001,0.5,845.0846521854401,mean_10d
0.5246534653465347,0.5518867924528302,0.5661641541038526,0.5589343132751493,0.0437280409069317,0.0011896213982254,0.0344908886262071,0.0234581008553504,-0.0004816055297851,0.5253465346534654,0.016383879071038,1.0030313,-99.68816,-99.97184,A3,concat,0,42,"[""price"", ""news""]",23116,6372,10100,14243,0.0255695087475184,42,1,0.005,64,30,1.0,64,0.0001,0.5,197.8000099658966,recency_10d
0.508267361459064,0.5155341183146546,0.7089348419820523,0.5969609856262834,0.0057578246270925,0.0005638300790451,0.0237451064231168,0.0182225257158279,-0.0113841295242309,0.512175568694258,-0.1839763246175579,0.97044575,-99.6225,-99.888084,A3,concat,2,42,"[""price"", ""news""]",38468,10972,9979,14243,0.0300588555541015,64,1,0.005,64,30,1.0,64,0.0001,0.5,495.72708201408386,recency_10d
0.4988923349579087,0.5287162162162162,0.5221017514595496,0.5253881661770877,-0.0053045063602359,0.0003644924727268,0.0190916859582084,0.014932264573872,-0.003394603729248,0.5294638901196278,0.5580917745438461,1.0936514,805.57745,-46.1477,A3,concat,4,42,"[""price"", ""news""]",54070,15339,4514,14243,0.0150950635230752,90,1,0.005,64,30,1.0,64,0.0001,0.5,1009.88178730011,recency_10d
0.5234653465346535,0.5485436893203883,0.5888702773124884,0.5679921012476439,0.0383036745009225,0.0011896901996806,0.0344918859977332,0.0234482605010271,-0.0005394220352172,0.5295049504950495,0.041182202129043,1.0076369,-99.461006,-99.86928,A3,concat,0,42,"[""price"", ""news""]",23116,6372,10100,14243,0.0227717263651192,54,1,0.005,64,30,1.0,64,0.0001,0.5,269.4550290107727,max_impact_10d
0.5075658883655677,0.5163177339901478,0.6543113538821693,0.5771812080536913,0.0072107371294123,0.0005641214665956,0.0237512413695722,0.018280766904354,-0.0119069814682006,0.5147810401843872,0.2013594681391056,1.0333793,25.03624,-88.87348,A3,concat,2,42,"[""price"", ""news""]",38468,10972,9979,14243,0.0505605048257744,127,1,0.005,64,30,1.0,64,0.0001,0.5,965.1539640426636,max_impact_10d
0.4971200708905627,0.5277056277056277,0.5083402835696413,0.5178419711129991,-0.007243005281485,0.0003648590645752,0.0191012843697821,0.0149323595687747,-0.0044038295745849,0.527027027027027,0.5382274283978468,1.090172,713.6632,-39.891224,A3,concat,4,42,"[""price"", ""news""]",54070,15339,4514,14243,0.0161010585524848,86,1,0.005,64,30,1.0,64,0.0001,0.5,903.520361185074,max_impact_10d
0.5261386138613862,0.5543619188738655,0.5570444816675972,0.5556999628666914,0.0480701154730933,0.0011865525739267,0.0344463724349422,0.0233850460499525,0.0020992755889892,0.5363366336633664,0.4603015777283696,1.0887728,5562.3096,-97.74909,A3,concat,0,42,"[""price"", ""news""]",23116,6372,10100,15715,0.0207106118975637,50,1,0.005,64,30,1.0,64,0.0001,0.5,227.97147512435913,pca32_mean
0.5022547349433811,0.5114437886857637,0.6931330472103004,0.588586101217593,-0.0067684907850663,0.0005701532936654,0.0238778829393541,0.0182974971830844,-0.0227266550064086,0.5092694658783445,0.0132950514690004,1.0021702,-92.323364,-98.04686,A3,concat,2,42,"[""price"", ""news""]",38468,10972,9979,15715,0.0472530566462101,111,1,0.005,64,30,1.0,64,0.0001,0.5,839.403774023056,pca32_mean
0.4953478068232166,0.5246507806080526,0.5325271059216014,0.5285596026490066,-0.0142753961848183,0.0003660702204797,0.0191329616233279,0.0149221019819378,-0.0077379941940307,0.527027027027027,0.5700893421543226,1.0957586,867.18713,-41.10377,A3,concat,4,42,"[""price"", ""news""]",54070,15339,4514,15715,-0.0029254710124366,61,1,0.005,64,30,1.0,64,0.0001,0.5,645.8401830196381,pca32_mean
0.5182178217821782,0.5464881716486337,0.5546249767355295,0.5505265102530944,0.0314962118134553,0.0011894499184563,0.0344884026660611,0.0234232246875762,-0.0003373622894287,0.532970297029703,0.0970382014220569,1.0180886,-98.198364,-99.89987,A3,concat,0,42,"[""price"", ""news""]",23116,6372,10100,15715,0.0154005187059222,53,1,0.005,64,30,1.0,64,0.0001,0.5,240.50697779655457,pca32_attention
0.4995490530113238,0.5093010146561443,0.7050331642606321,0.5913925707740141,-0.0137411826676165,0.0005647070938721,0.0237635665225599,0.0183047298341989,-0.0129573345184326,0.5035574706884457,-0.078855804531978,0.987224,-98.03678,-98.7986,A3,concat,2,42,"[""price"", ""news""]",38468,10972,9979,15715,0.0484835031667253,71,1,0.005,64,30,1.0,64,0.0001,0.5,530.4501078128815,pca32_attention
0.5006645990252547,0.526706231454006,0.5921601334445371,0.5575186493914409,-0.0110543429107946,0.000364937033737,0.0191033252010501,0.0149483876302838,-0.0046184062957763,0.5217102348249889,0.4738512589816178,1.0789715,473.53482,-63.38864,A3,concat,4,42,"[""price"", ""news""]",54070,15339,4514,15715,0.0053583422867851,91,1,0.005,64,30,1.0,64,0.0001,0.5,953.9151239395142,pca32_attention
0.5144554455445545,0.5286010489084034,0.8066257211985856,0.6386678455643973,-0.0140642602256759,0.0020060979295521,0.0447894845868111,0.0339480713009834,-0.6871452331542969,0.5283168316831683,0.0896918519842635,1.0167078,-98.45738,-99.89165,A3,concat,0,42,"[""price"", ""news""]",23116,6372,10100,15715,0.0156857037574529,32,1,0.005,64,30,1.0,64,0.0001,0.5,144.57977080345154,pca32_recency
0.4968433710792664,0.5075746645505699,0.686305111197815,0.5835614166044621,-0.0184162793069563,0.000562084140256,0.0237083137370848,0.018239889293909,-0.0082523822784423,0.5083675719009921,-0.0241100756644085,0.9960762,-95.60035,-99.1055,A3,concat,2,42,"[""price"", ""news""]",38468,10972,9979,15715,0.0487541909231642,72,1,0.005,64,30,1.0,64,0.0001,0.5,535.4898588657379,pca32_recency
0.5004430660168365,0.5276595744680851,0.5688073394495413,0.5474613686534217,-0.0082968111158537,0.0003659773210529,0.0191305337367498,0.0149530265480279,-0.0074822902679443,0.5157288435976961,0.1546955552692828,1.0251236,1.5562177,-70.80658,A3,concat,4,42,"[""price"", ""news""]",54070,15339,4514,15715,0.0078885357203658,96,1,0.005,64,30,1.0,64,0.0001,0.5,1008.3241591453552,pca32_recency
0.5223762376237624,0.5518609484224447,0.543644146659222,0.547721732608288,0.0418087141870762,0.0011906414292752,0.0345056724217232,0.0234035868197679,-0.0013394355773925,0.5353465346534654,0.1873288096594202,1.0352138,-86.99457,-99.31554,A3,concat,0,42,"[""price"", ""news""]",23116,6372,10100,15715,0.0284876421060892,50,1,0.005,64,30,1.0,64,0.0001,0.5,231.4923670291901,pca32_max_sentiment
0.500050105220964,0.5100425157601525,0.6786968396410457,0.5824056248430568,-0.01069201212594,0.0005614734836854,0.0236954317049806,0.0182067342102527,-0.0071569681167602,0.514179777532819,-0.0648373726580856,0.9894832,-97.78245,-98.74473,A3,concat,2,42,"[""price"", ""news""]",38468,10972,9979,15715,0.0413939983132092,43,1,0.005,64,30,1.0,64,0.0001,0.5,329.2097842693329,pca32_max_sentiment
0.4973416038989809,0.5232432432432432,0.6055045871559633,0.561376377343901,-0.020233257588161,0.000366601801943,0.0191468483553569,0.0149518959224224,-0.0092014074325561,0.5175011076650421,0.2716586518869464,1.0445377,91.610214,-57.164883,A3,concat,4,42,"[""price"", ""news""]",54070,15339,4514,15715,0.0066758856017226,113,1,0.005,64,30,1.0,64,0.0001,0.5,1211.988843202591,pca32_max_sentiment
